Gene_original,Gene_limpo,ENTREZID
TUBB1,TUBB1,81027
SMOC1,SMOC1,64093
EPB41L1,EPB41L1,2036
GLIPR2,GLIPR2,152007
SMDT1,SMDT1,91689
SENP3,SENP3,26168
OSBPL3,OSBPL3,26031
SMARCAD1,SMARCAD1,56916
FBXO44,FBXO44,93611
EHD1,EHD1,10938
EBF3,EBF3,253738
PCIF1,PCIF1,63935
ESF1,ESF1,51575
ALG2,ALG2,85365
HEATR1,HEATR1,55127
POMK,POMK,84197
TFB2M,TFB2M,64216
STEEP1,STEEP1,63932
CIAO2A,CIAO2A,84191
OPA3,OPA3,80207
PRR36,PRR36,80164
TMEM231,TMEM231,79583
CIAO3,CIAO3,64428
ACSS3,ACSS3,79611
NOL6,NOL6,65083
YTHDC2,YTHDC2,64848
EPS8L2,EPS8L2,64787
RPAP3,RPAP3,79657
BCAS3,BCAS3,54828
ALG9,ALG9,79796
LDAH,LDAH,60526
RIOX1,RIOX1,79697
ANTXR1,ANTXR1,84168
RANBP3,RANBP3,8498
DCTPP1,DCTPP1,79077
RPF2,RPF2,84154
SMYD3,SMYD3,64754
AAMDC,AAMDC,28971
WDR26,WDR26,80232
C8orf33,C8orf33,65265
METTL17,METTL17,64745
SUDS3,SUDS3,64426
PTGES2,PTGES2,80142
PACC1,PACC1,55248
PHAX,PHAX,51808
UBE2Z,UBE2Z,65264
ACAD9,ACAD9,28976
TUBA4B,TUBA4B,80086
NT5DC2,NT5DC2,64943
TTC12,TTC12,54970
NOL11,NOL11,25926
DDX31,DDX31,64794
TMT1A,TMT1A,25840
MMRN2,MMRN2,79812
CNNM2,CNNM2,54805
MINDY3,MINDY3,80013
SRD5A3,SRD5A3,79644
AKTIP,AKTIP,64400
ANKZF1,ANKZF1,55139
GORASP2,GORASP2,26003
REEP1,REEP1,65055
JPT2,JPT2,90861
SLC25A22,SLC25A22,79751
MED20,MED20,9477
WDR54,WDR54,84058
ARMT1,ARMT1,79624
CNOT10,CNOT10,25904
LRRC40,LRRC40,55631
EHMT1,EHMT1,79813
SFXN1,SFXN1,94081
VIPAS39,VIPAS39,63894
COG4,COG4,25839
VPS37B,VPS37B,79720
MRPL44,MRPL44,65080
L2HGDH,L2HGDH,79944
COPS7B,COPS7B,64708
CAB39L,CAB39L,81617
ELP3,ELP3,55140
POLR1B,POLR1B,84172
FN3KRP,FN3KRP,79672
TBC1D17,TBC1D17,79735
CERS4,CERS4,79603
PPCS,PPCS,79717
EBF2,EBF2,64641
NMNAT1,NMNAT1,64802
ADGRL3,ADGRL3,23284
C17orf75,C17orf75,64149
SIAE,SIAE,54414
PLEKHA5,PLEKHA5,54477
UPF2,UPF2,26019
GNB4,GNB4,59345
XPO5,XPO5,57510
GRPEL1,GRPEL1,80273
MYG1,MYG1,60314
PLEKHA2,PLEKHA2,59339
SCPEP1,SCPEP1,59342
CACYBP,CACYBP,27101
RRAGC,RRAGC,64121
ZFYVE1,ZFYVE1,53349
IFT122,IFT122,55764
RDH14,RDH14,57665
PARVB,PARVB,29780
TNS1,TNS1,7145
PLGRKT,PLGRKT,55848
NMRAL1,NMRAL1,57407
CDH20,CDH20,28316
LRRC4,LRRC4,64101
ARNT2,ARNT2,9915
TMEM165,TMEM165,55858
SLC25A19,SLC25A19,60386
EML4,EML4,27436
GLOD4,GLOD4,51031
CBX8,CBX8,57332
PCDH9,PCDH9,5101
ZBTB20,ZBTB20,26137
NEK6,NEK6,10783
SPON1,SPON1,10418
MCCC2,MCCC2,64087
GDPD2,GDPD2,54857
NCOA5,NCOA5,57727
MOV10,MOV10,4343
ARHGEF10L,ARHGEF10L,55160
ANO8,ANO8,57719
CWC22,CWC22,57703
CPNE5,CPNE5,57699
VAT1L,VAT1L,57687
PLXNA4,PLXNA4,91584
EPB41L5,EPB41L5,57669
GPN1,GPN1,11321
SDF2L1,SDF2L1,23753
XAB2,XAB2,56949
CELSR2,CELSR2,1952
PREB,PREB,10113
SRA1,SRA1,10011
ATP13A1,ATP13A1,57130
MRPL47,MRPL47,57129
SEPSECS,SEPSECS,51091
CHMP1A,CHMP1A,5119
TM9SF3,TM9SF3,56889
APMAP,APMAP,57136
WDR6,WDR6,11180
TXNRD2,TXNRD2,10587
ABCB6,ABCB6,10058
ARFGAP3,ARFGAP3,26286
ZCCHC17,ZCCHC17,51538
HMG20A,HMG20A,10363
RAB18,RAB18,22931
PALMD,PALMD,54873
SSU72,SSU72,29101
VTA1,VTA1,51534
PNPLA8,PNPLA8,50640
SARS2,SARS2,54938
DYNLRB1,DYNLRB1,83658
EMC7,EMC7,56851
ENY2,ENY2,56943
EXOSC4,EXOSC4,54512
UBE2T,UBE2T,29089
NOP10,NOP10,55505
OSGEP,OSGEP,55644
DMAP1,DMAP1,55929
ISYNA1,ISYNA1,51477
IL1RAP,IL1RAP,3556
DCP1A,DCP1A,55802
ACOT13,ACOT13,55856
RIC8A,RIC8A,60626
SEMA4B,SEMA4B,10509
LUC7L,LUC7L,55692
LZTFL1,LZTFL1,54585
MRPL40,MRPL40,64976
PLCB1,PLCB1,23236
CRTAC1,CRTAC1,55118
TRIM36,TRIM36,55521
TIGAR,TIGAR,57103
WASH6P,WASH6P,653440
RTN4,RTN4,57142
CYLD,CYLD,1540
IFT46,IFT46,56912
HINT3,HINT3,135114
MANBAL,MANBAL,63905
RPRD1B,RPRD1B,58490
XPNPEP3,XPNPEP3,63929
RRAGD,RRAGD,58528
PFDN4,PFDN4,5203
NIT2,NIT2,56954
EXOSC5,EXOSC5,56915
EXOSC3,EXOSC3,51010
KIF13B,KIF13B,23303
XPNPEP1,XPNPEP1,7511
GPHN,GPHN,10243
ITM2C,ITM2C,81618
UTP3,UTP3,57050
BIRC6,BIRC6,57448
PDLIM7,PDLIM7,9260
ACSS2,ACSS2,55902
DIABLO,DIABLO,56616
DDX21,DDX21,9188
SAR1A,SAR1A,56681
MAN1C1,MAN1C1,57134
NANS,NANS,54187
SH3GLB2,SH3GLB2,56904
EIF2B3,EIF2B3,8891
MBNL1,MBNL1,4154
PXMP2,PXMP2,5827
FBXO6,FBXO6,26270
PICK1,PICK1,9463
CTPS2,CTPS2,56474
PRTFDC1,PRTFDC1,56952
SDR39U1,SDR39U1,56948
AAAS,AAAS,8086
ABCB10,ABCB10,23456
BAZ1A,BAZ1A,11177
STRN4,STRN4,29888
OLFML3,OLFML3,56944
AASDHPPT,AASDHPPT,60496
OSTC,OSTC,58505
PLSCR4,PLSCR4,57088
CDC42SE2,CDC42SE2,56990
UBQLN4,UBQLN4,56893
SNX15,SNX15,29907
HEBP1,HEBP1,50865
RAB6B,RAB6B,51560
APOBEC3C,APOBEC3C,27350
VPS45,VPS45,11311
PNO1,PNO1,56902
MRPL17,MRPL17,63875
PHPT1,PHPT1,29085
SERINC1,SERINC1,57515
ARHGAP35,ARHGAP35,2909
FAM114A2,FAM114A2,10827
PLSCR3,PLSCR3,57048
AGPAT4,AGPAT4,56895
AGPAT3,AGPAT3,56894
LTBP3,LTBP3,4054
TOMM22,TOMM22,56993
LANCL2,LANCL2,55915
KIF15,KIF15,56992
HOMER3,HOMER3,9454
FARSB,FARSB,10056
IARS2,IARS2,55699
KLC4,KLC4,89953
NRBP2,NRBP2,340371
BMP2K,BMP2K,55589
ATG3,ATG3,64422
LRRC4B,LRRC4B,94030
SIRT3,SIRT3,23410
PDS5B,PDS5B,23047
SMC4,SMC4,10051
MAN2C1,MAN2C1,4123
SACM1L,SACM1L,22908
OLA1,OLA1,29789
ECHDC1,ECHDC1,55862
RBM12,RBM12,10137
MDN1,MDN1,23195
ACSS1,ACSS1,84532
ZCCHC3,ZCCHC3,85364
PDRG1,PDRG1,81572
DECR2,DECR2,26063
ABHD10,ABHD10,55347
TCP11L1,TCP11L1,55346
STAU2,STAU2,27067
SHFL,SHFL,55337
TMEM106B,TMEM106B,54664
LIN7C,LIN7C,55327
AGPAT5,AGPAT5,55326
SPATS2L,SPATS2L,26010
UFSP2,UFSP2,55325
ABCF3,ABCF3,55324
CYRIB,CYRIB,51571
ABCB8,ABCB8,11194
DDX19A,DDX19A,55308
GIMAP4,GIMAP4,55303
DCAF13,DCAF13,25879
IMP3,IMP3,55272
NUDT15,NUDT15,55270
MRGBP,MRGBP,55257
EXOC1,EXOC1,55763
INTS9,INTS9,55756
TMEM30A,TMEM30A,55754
UQCC1,UQCC1,55245
SEPTIN11,SEPTIN11,55752
PARVA,PARVA,55742
PANK4,PANK4,55229
TBC1D13,TBC1D13,54662
EXD2,EXD2,55218
DNAJC11,DNAJC11,55735
INTS7,INTS7,25896
TMLHE,TMLHE,55217
ATAD3A,ATAD3A,55210
ARL8B,ARL8B,55207
DNAJC17,DNAJC17,55192
INTS13,INTS13,55726
DDX18,DDX18,8886
INTS10,INTS10,55174
PNPO,PNPO,55163
ARMC1,ARMC1,55156
NLE1,NLE1,54475
NECAP2,NECAP2,55707
RBM28,RBM28,55131
ANO10,ANO10,55129
RBM22,RBM22,55696
WDR70,WDR70,55100
TMEM51,TMEM51,55092
ARGLU1,ARGLU1,55082
SLTM,SLTM,79811
PIH1D1,PIH1D1,55011
RMND1,RMND1,55005
PAK1IP1,PAK1IP1,55003
HIF1AN,HIF1AN,55662
MRPL22,MRPL22,29093
CZIB,CZIB,54987
BABAM1,BABAM1,29086
CLN6,CLN6,54982
THG1L,THG1L,54974
HPF1,HPF1,54969
IRAK4,IRAK4,51135
UCKL1,UCKL1,54963
GEMIN8,GEMIN8,54960
TMEM160,TMEM160,54958
FAM120C,FAM120C,54954
NDUFB11,NDUFB11,54539
MRPL16,MRPL16,54948
NHP2,NHP2,55651
OCIAD1,OCIAD1,54940
ADPRS,ADPRS,54936
MARCHF5,MARCHF5,54708
LYAR,LYAR,55646
TMEM161A,TMEM161A,54929
BPNT2,BPNT2,54928
CHCHD3,CHCHD3,54927
CMTM6,CMTM6,54918
TMEM260,TMEM260,54916
SIRT5,SIRT5,23408
MIOS,MIOS,54468
MTMR10,MTMR10,54893
SMPD4,SMPD4,55627
TEX10,TEX10,54881
DCAF16,DCAF16,54876
THUMPD1,THUMPD1,55623
P4HTM,P4HTM,54681
TRMT1,TRMT1,55621
PGPEP1,PGPEP1,54858
GDAP2,GDAP2,54834
BABAM2,BABAM2,9577
ARL15,ARL15,54622
CDKN2AIP,CDKN2AIP,55602
NSMCE4A,NSMCE4A,54780
GAR1,GAR1,54433
STAB1,STAB1,23166
PPP4R2,PPP4R2,151987
DPP3,DPP3,10072
CACNA2D2,CACNA2D2,9254
SMPD3,SMPD3,55512
DDX56,DDX56,54606
TERF2IP,TERF2IP,54386
ABI2,ABI2,10152
DNAH9,DNAH9,1770
BCLAF1,BCLAF1,9774
UTP6,UTP6,55813
MRPL39,MRPL39,54148
TMOD3,TMOD3,29766
CELSR3,CELSR3,1951
NKIRAS2,NKIRAS2,28511
NKIRAS1,NKIRAS1,28512
UGGT1,UGGT1,56886
TECR,TECR,9524
ERAP1,ERAP1,51752
ACTR10,ACTR10,55860
USE1,USE1,55850
CISD1,CISD1,55847
PODXL2,PODXL2,50512
FMN2,FMN2,56776
NLGN3,NLGN3,54413
FAM120A,FAM120A,23196
GDE1,GDE1,51573
WWOX,WWOX,51741
GLTP,GLTP,51228
SPG21,SPG21,51324
GPRC5B,GPRC5B,51704
IGF2BP1,IGF2BP1,10642
SACS,SACS,26278
COQ3,COQ3,51805
MTCH1,MTCH1,23787
NUDT4,NUDT4,11163
HSPBP1,HSPBP1,23640
MAT2B,MAT2B,27430
MYOF,MYOF,26509
EHD3,EHD3,30845
EHD2,EHD2,30846
ARHGEF12,ARHGEF12,23365
CNOT2,CNOT2,4848
C1RL,C1RL,51279
NCKIPSD,NCKIPSD,51517
TMOD2,TMOD2,29767
LRP1B,LRP1B,53353
OGFR,OGFR,11054
LMCD1,LMCD1,29995
SELENON,SELENON,57190
PALS2,PALS2,51678
CHMP5,CHMP5,51510
CNIH4,CNIH4,29097
CWC15,CWC15,51503
MRPL15,MRPL15,29088
THYN1,THYN1,29087
NDUFAF4,NDUFAF4,29078
HACD3,HACD3,51495
EMC3,EMC3,55831
NDUFA13,NDUFA13,51079
PDP1,PDP1,54704
KCMF1,KCMF1,56888
ADAM22,ADAM22,53616
RAI14,RAI14,26064
VAPA,VAPA,9218
MACROH2A2,MACROH2A2,55506
TBC1D7,TBC1D7,51256
TMEM14C,TMEM14C,51522
TOMM7,TOMM7,54543
CXXC1,CXXC1,30827
SEPTIN10,SEPTIN10,151011
PIPOX,PIPOX,51268
NTM,NTM,50863
ABRACL,ABRACL,58527
CAMSAP3,CAMSAP3,57662
CALCOCO1,CALCOCO1,57658
ARHGAP23,ARHGAP23,57636
STIM2,STIM2,57620
VPS18,VPS18,57617
RCC2,RCC2,55920
RELCH,RELCH,57614
DIP2B,DIP2B,57609
SLAIN2,SLAIN2,57606
TENM3,TENM3,55714
BCCIP,BCCIP,56647
ARMCX1,ARMCX1,51309
PTGFRN,PTGFRN,5738
CTTNBP2NL,CTTNBP2NL,55917
HEATR5B,HEATR5B,54497
ZNFX1,ZNFX1,57169
RRBP1,RRBP1,6238
SIPA1L2,SIPA1L2,57568
CPSF2,CPSF2,53981
LARS1,LARS1,51520
RCOR3,RCOR3,55758
MYEF2,MYEF2,50804
KLHL42,KLHL42,57542
EIF2AK4,EIF2AK4,440275
WDR35,WDR35,57539
RBM27,RBM27,54439
HECW2,HECW2,57520
FRMD4A,FRMD4A,55691
ANKFY1,ANKFY1,51479
SUCLA2,SUCLA2,8803
NRXN2,NRXN2,9379
GMPR2,GMPR2,51292
STX18,STX18,53407
IMPACT,IMPACT,55364
ZNF219,ZNF219,51222
ATXN10,ATXN10,25814
MBD2,MBD2,8932
NCDN,NCDN,23154
TFIP11,TFIP11,24144
EPS15L1,EPS15L1,58513
ORC3,ORC3,23595
SAE1,SAE1,10055
COPG2,COPG2,26958
RNF7,RNF7,9616
MRC2,MRC2,9902
XPR1,XPR1,9213
GNG12,GNG12,55970
MTRR,MTRR,4552
ASH2L,ASH2L,9070
PEMT,PEMT,10400
DHCR7,DHCR7,1717
HDAC6,HDAC6,10013
SPAST,SPAST,6683
DKK3,DKK3,27122
METTL1,METTL1,4234
VPS29,VPS29,51699
EIF3K,EIF3K,27335
GRHPR,GRHPR,9380
CTSZ,CTSZ,1522
DNAJB11,DNAJB11,51726
GABBR1,GABBR1,2550
UBA2,UBA2,10054
CTNNAL1,CTNNAL1,8727
FAM8A1,FAM8A1,51439
MORF4L1,MORF4L1,10933
NXF1,NXF1,10482
SEL1L,SEL1L,6400
B4GALT7,B4GALT7,11285
PEF1,PEF1,553115
ZMYM2,ZMYM2,7750
COPS7A,COPS7A,50813
SLC25A10,SLC25A10,1468
FBLN5,FBLN5,10516
PPP1R1B,PPP1R1B,84152
AASS,AASS,10157
CLIP2,CLIP2,7461
UQCR10,UQCR10,29796
MTFP1,MTFP1,51537
TJP2,TJP2,9414
DNAJB4,DNAJB4,11080
MALT1,MALT1,10892
CFDP1,CFDP1,10428
ZNF629,ZNF629,23361
VTI1B,VTI1B,10490
STK39,STK39,27347
ADD3,ADD3,120
PLEKHB1,PLEKHB1,58473
LRWD1,LRWD1,222229
NIPSNAP3A,NIPSNAP3A,25934
CGGBP1,CGGBP1,8545
IFT172,IFT172,26160
ABCF2,ABCF2,10061
KCNN3,KCNN3,3782
TES,TES,26136
TUBGCP4,TUBGCP4,27229
PARP2,PARP2,10038
SEC63,SEC63,11231
ZC3H7B,ZC3H7B,23264
SUSD2,SUSD2,56241
NDRG3,NDRG3,57446
SEPTIN3,SEPTIN3,55964
ARMCX3,ARMCX3,51566
SWAP70,SWAP70,23075
SUN2,SUN2,25777
LAMTOR3,LAMTOR3,8649
LIMA1,LIMA1,51474
AFF4,AFF4,27125
SRP68,SRP68,6730
CHORDC1,CHORDC1,26973
TBK1,TBK1,29110
SEPTIN9,SEPTIN9,10801
UBQLN2,UBQLN2,29978
PCSK1N,PCSK1N,27344
PCYOX1,PCYOX1,51449
DDX20,DDX20,11218
SHPK,SHPK,23729
DPP7,DPP7,29952
BCAP29,BCAP29,55973
CYB5R1,CYB5R1,51706
SAP30BP,SAP30BP,29115
PFDN2,PFDN2,5202
PUF60,PUF60,22827
NRBP1,NRBP1,29959
ENOPH1,ENOPH1,58478
EVL,EVL,51466
NDUFA12,NDUFA12,55967
EIF2B4,EIF2B4,8890
ATP6V1H,ATP6V1H,51606
TAGLN3,TAGLN3,29114
IPO11,IPO11,51194
TRMT112,TRMT112,51504
DACH1,DACH1,1602
XPO7,XPO7,23039
LCMT1,LCMT1,51451
VPS51,VPS51,738
BAZ1B,BAZ1B,9031
ATP5IF1,ATP5IF1,93974
AK3,AK3,50808
LNPEP,LNPEP,4012
MBD1,MBD1,4152
CNOT7,CNOT7,29883
PLXNA1,PLXNA1,5361
GGT7,GGT7,2686
RABGEF1,RABGEF1,27342
MSRA,MSRA,4482
NAGK,NAGK,55577
TRMT6,TRMT6,51605
SH3BGRL2,SH3BGRL2,83699
SLC25A13,SLC25A13,10165
DBNL,DBNL,28988
DCTN4,DCTN4,51164
CDC23,CDC23,8697
ANAPC7,ANAPC7,51434
ANAPC5,ANAPC5,51433
ANAPC4,ANAPC4,29945
HSPB8,HSPB8,26353
GGA2,GGA2,23062
GGA1,GGA1,26088
STOML2,STOML2,30968
FBXO2,FBXO2,26232
VPS28,VPS28,51160
LSM7,LSM7,51690
CCNL1,CCNL1,57018
DBR1,DBR1,51163
TASOR,TASOR,23272
JPT1,JPT1,51155
FBXO3,FBXO3,26273
PTBP2,PTBP2,58155
FBXW11,FBXW11,23291
MRTO4,MRTO4,51154
TNIK,TNIK,23043
CPSF3,CPSF3,51692
PITPNC1,PITPNC1,26207
APPL1,APPL1,26060
CROT,CROT,54677
PARP4,PARP4,143
NUDT5,NUDT5,11164
RCOR1,RCOR1,23186
MAN1B1,MAN1B1,11253
RALY,RALY,22913
GTF3C4,GTF3C4,9329
ERG28,ERG28,11161
PACSIN3,PACSIN3,29763
ACSL6,ACSL6,23305
ACAD8,ACAD8,27034
ACIN1,ACIN1,22985
AGO2,AGO2,27161
NUP50,NUP50,10762
CDV3,CDV3,55573
CNOT11,CNOT11,55571
BAG5,BAG5,9529
AGO1,AGO1,26523
RAB21,RAB21,23011
RAB22A,RAB22A,57403
TRAPPC2L,TRAPPC2L,51693
ZNF346,ZNF346,23567
PSME2,PSME2,5721
DNPEP,DNPEP,23549
NRXN1,NRXN1,9378
RAB23,RAB23,51715
MCTS1,MCTS1,28985
ZNF608,ZNF608,57507
PALD1,PALD1,27143
SLC39A10,SLC39A10,57181
KIDINS220,KIDINS220,57498
ASAP1,ASAP1,50807
ZBTB21,ZBTB21,49854
PPP1R9A,PPP1R9A,55607
GRID1,GRID1,2894
MED23,MED23,9439
VANGL2,VANGL2,57216
PLXNB3,PLXNB3,5365
PRR12,PRR12,57479
NDRG4,NDRG4,65009
TBC1D24,TBC1D24,57465
ISY1,ISY1,57461
TMCC3,TMCC3,57458
HECTD1,HECTD1,25831
ZMYND8,ZMYND8,23613
CADPS,CADPS,8618
CORO1C,CORO1C,23603
AKAP8L,AKAP8L,26993
CA14,CA14,23632
PYCARD,PYCARD,29108
TMCO1,TMCO1,54499
EPDR1,EPDR1,54749
MYO6,MYO6,4646
PPT2,PPT2,9374
PRPF19,PRPF19,27339
SYNPO2,SYNPO2,171024
SNX12,SNX12,29934
SYNRG,SYNRG,11276
NDRG2,NDRG2,57447
VPS4A,VPS4A,27183
PCDHGC3,PCDHGC3,5098
G3BP2,G3BP2,9908
ARHGAP26,ARHGAP26,23092
POLI,POLI,11201
STUB1,STUB1,10273
PACSIN2,PACSIN2,11252
MAGED2,MAGED2,10916
SNX6,SNX6,58533
DUSP12,DUSP12,11266
STX8,STX8,9482
SSR3,SSR3,6747
PSMD13,PSMD13,5719
FAF1,FAF1,11124
PROCR,PROCR,10544
PPIE,PPIE,10450
ABCG2,ABCG2,9429
DIMT1,DIMT1,27292
COPS3,COPS3,8533
MINPP1,MINPP1,9562
NOVA2,NOVA2,4858
WDR3,WDR3,10885
NSFL1C,NSFL1C,55968
COG5,COG5,10466
SLC12A4,SLC12A4,6560
B9D1,B9D1,27077
MACF1,MACF1,23499
SCAF8,SCAF8,22828
PPP6R1,PPP6R1,22870
TRIM33,TRIM33,51592
LIMCH1,LIMCH1,22998
AGAP1,AGAP1,116987
DOLK,DOLK,22845
EXOC7,EXOC7,23265
MAPK8IP3,MAPK8IP3,23162
ZC3H4,ZC3H4,23211
USP22,USP22,23326
USP24,USP24,23358
TBC1D2B,TBC1D2B,23102
SAMD4A,SAMD4A,23034
AGTPBP1,AGTPBP1,23287
SLC7A11,SLC7A11,23657
WASF3,WASF3,10810
MAPRE3,MAPRE3,22924
CORO2B,CORO2B,10391
SHOC2,SHOC2,8036
DNM3,DNM3,26052
SRRM2,SRRM2,23524
PA2G4,PA2G4,5036
CTNND2,CTNND2,1501
BAIAP2,BAIAP2,10458
SMC3,SMC3,9126
CAMK2A,CAMK2A,815
CHMP2B,CHMP2B,25978
MTMR6,MTMR6,9107
NIP7,NIP7,51388
GNE,GNE,10020
RTRAF,RTRAF,51637
RUVBL2,RUVBL2,10856
PIN4,PIN4,5303
AKT3,AKT3,10000
EIF3L,EIF3L,51386
PLAA,PLAA,9373
RUVBL1,RUVBL1,8607
NUDC,NUDC,10726
BCS1L,BCS1L,617
VDAC3,VDAC3,7419
CFL2,CFL2,1073
ERGIC3,ERGIC3,51614
FARSA,FARSA,2193
ITM2B,ITM2B,9445
ASF1A,ASF1A,25842
DRG1,DRG1,4733
TRAPPC4,TRAPPC4,51399
NCKAP1,NCKAP1,10787
CNPY2,CNPY2,10330
EXOG,EXOG,9941
CA5B,CA5B,11238
EXOC6B,EXOC6B,23233
PALM2AKAP2,PALM2AKAP2,445815
DIP2C,DIP2C,22982
MAN2B2,MAN2B2,23324
EFR3B,EFR3B,22979
POFUT2,POFUT2,23275
DLGAP4,DLGAP4,22839
STK38L,STK38L,23012
INPP5F,INPP5F,22876
PLEKHA6,PLEKHA6,22874
FNDC3A,FNDC3A,22862
NISCH,NISCH,11188
NTNG1,NTNG1,22854
WDR37,WDR37,22884
RPH3A,RPH3A,22895
EPB41L3,EPB41L3,23136
PADI2,PADI2,11240
DIS3,DIS3,22894
TRAPPC8,TRAPPC8,22878
LRCH1,LRCH1,23143
ATP8A1,ATP8A1,10396
GSTK1,GSTK1,373156
LAMTOR2,LAMTOR2,28956
MRPS28,MRPS28,28957
COA3,COA3,28958
DDX52,DDX52,11056
MRPS17,MRPS17,51373
MRPS7,MRPS7,51081
CRYL1,CRYL1,51084
TMA7,TMA7,51372
POLDIP2,POLDIP2,26073
AP3M1,AP3M1,26985
GDA,GDA,9615
LEMD3,LEMD3,23592
CARHSP1,CARHSP1,23589
COG6,COG6,57511
THRAP3,THRAP3,9967
WBP11,WBP11,51729
TDRKH,TDRKH,11022
NOP58,NOP58,51602
GIT1,GIT1,28964
ARL2BP,ARL2BP,23568
SUGT1,SUGT1,10910
YARS2,YARS2,51067
COQ6,COQ6,51004
AMDHD2,AMDHD2,51005
ACOT9,ACOT9,23597
AAR2,AAR2,25980
NOSIP,NOSIP,51070
DERA,DERA,51071
MEMO1,MEMO1,51072
TMX2,TMX2,51075
LSM2,LSM2,57819
SNX24,SNX24,28966
SH3GLB1,SH3GLB1,51100
CAB39,CAB39,51719
LUC7L2,LUC7L2,51631
UBE2J1,UBE2J1,51465
DHRS7,DHRS7,51635
MRPS2,MRPS2,51116
MOB4,MOB4,25843
SBDS,SBDS,51119
TMED5,TMED5,50999
EXOSC1,EXOSC1,51013
TMED7,TMED7,51014
SF3B6,SF3B6,51639
MRPL11,MRPL11,65003
REXO2,REXO2,25996
NOP16,NOP16,51491
TPRKB,TPRKB,51002
PPIL1,PPIL1,51645
UFC1,UFC1,51506
FIS1,FIS1,51024
MRPS23,MRPS23,51649
GOLT1B,GOLT1B,51026
HDGFL3,HDGFL3,50810
PTRH2,PTRH2,51651
CHMP3,CHMP3,51652
STRAP,STRAP,11171
RTCB,RTCB,51493
FBXO7,FBXO7,25793
RAP2C,RAP2C,57826
RABGAP1,RABGAP1,23637
TMED3,TMED3,23423
TSC22D4,TSC22D4,81628
DOP1B,DOP1B,9980
WNK2,WNK2,65268
NOC2L,NOC2L,26155
RPL36,RPL36,25873
CCDC9,CCDC9,26093
CHTOP,CHTOP,26097
SAMHD1,SAMHD1,25939
C2CD2,C2CD2,25966
HBS1L,HBS1L,10767
PRKAB1,PRKAB1,5564
WDR45,WDR45,11152
DMXL1,DMXL1,1657
ATP6V0A2,ATP6V0A2,23545
TLN1,TLN1,7094
KIF3A,KIF3A,11127
TRRAP,TRRAP,8295
DCAF1,DCAF1,9730
TCAF1,TCAF1,9747
RBM19,RBM19,9904
DAAM1,DAAM1,23002
PLXND1,PLXND1,23129
HECTD4,HECTD4,283450
WDR7,WDR7,23335
USP15,USP15,9958
FARP1,FARP1,10160
TLN2,TLN2,83660
IRS2,IRS2,8660
MYO5A,MYO5A,4644
DTNA,DTNA,1837
TRAF6,TRAF6,7189
MAP4K5,MAP4K5,11183
HYOU1,HYOU1,10525
ATG4B,ATG4B,23192
TBL2,TBL2,26608
WIPI2,WIPI2,26100
TELO2,TELO2,9894
LAS1L,LAS1L,81887
AFG3L2,AFG3L2,10939
ARIH1,ARIH1,25820
LSM4,LSM4,25804
RNF114,RNF114,55905
SAMM50,SAMM50,25813
PRRC2C,PRRC2C,23215
OARD1,OARD1,221443
IFT25,IFT25,51668
PPME1,PPME1,51400
TIMM22,TIMM22,29928
AP4S1,AP4S1,11154
NUB1,NUB1,51667
YTHDF2,YTHDF2,51441
CTDP1,CTDP1,9150
NME7,NME7,29922
SUPT16H,SUPT16H,11198
UTP18,UTP18,51096
PHLDA3,PHLDA3,23612
UCHL5,UCHL5,51377
CD2AP,CD2AP,23607
ATP6V1D,ATP6V1D,51382
TNPO3,TNPO3,23534
ENTPD2,ENTPD2,954
TIMM13,TIMM13,26517
SRPRB,SRPRB,58477
CERT1,CERT1,10087
GMPPB,GMPPB,29925
GTF3C5,GTF3C5,9328
GTF3C3,GTF3C3,9330
TRAPPC1,TRAPPC1,58485
CDC42BPB,CDC42BPB,9578
RBM8A,RBM8A,9939
MPC1,MPC1,51660
IER3IP1,IER3IP1,51124
ZNF706,ZNF706,51123
MAGED1,MAGED1,9500
SNX14,SNX14,57231
SNX9,SNX9,51429
SNX8,SNX8,29886
SNX5,SNX5,27131
NUBP2,NUBP2,10101
HEBP2,HEBP2,23593
PUS1,PUS1,80324
LRRFIP2,LRRFIP2,9209
FHOD1,FHOD1,29109
PSAT1,PSAT1,29968
NCOR2,NCOR2,9612
SLC25A15,SLC25A15,10166
F11R,F11R,50848
GPC6,GPC6,10082
NPTN,NPTN,27020
CPQ,CPQ,10404
ADGRG1,ADGRG1,9289
SPIN1,SPIN1,10927
KPTN,KPTN,11133
SLC12A7,SLC12A7,10723
ALG6,ALG6,29929
ALG5,ALG5,29880
MRPS18B,MRPS18B,28973
COPG1,COPG1,22820
AUP1,AUP1,550
FKBP7,FKBP7,51661
CLIC4,CLIC4,25932
NFS1,NFS1,9054
CFAP20,CFAP20,29105
SPCS1,SPCS1,28972
SAR1B,SAR1B,51128
EMILIN1,EMILIN1,11117
MTCH2,MTCH2,23788
ARFGEF2,ARFGEF2,10564
ARFGEF1,ARFGEF1,10565
MAD1L1,MAD1L1,8379
STK24,STK24,8428
BZW2,BZW2,28969
IRAG1,IRAG1,10335
DYNC1LI1,DYNC1LI1,51143
CHCHD2,CHCHD2,51142
EPN1,EPN1,29924
TEX264,TEX264,51368
CEPT1,CEPT1,10390
DNMT3A,DNMT3A,1788
OAS3,OAS3,4940
AK5,AK5,26289
